t_name,gene_name,male_10,male_11,male_12,male_13,male_14A,male_14B,male_14C,male_14D,female_10,female_11,female_12,female_13,female_14A,female_14B,female_14C,female_14D
FBtr0114258,CR41571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346770,CG45784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302440,CR12798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302347,CR40182,23.712564,11.967821,20.767498,13.566818,18.802116,26.802691,22.819895,11.682728,21.894249,13.922059,16.482141,12.62268,31.800016,22.883186,14.330216,17.20257
FBtr0346769,CG45783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345282,CR45220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345281,CR45220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284474
FBtr0300207,spok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0113885,Parp,10.997173,0,0,0,14.805335,0,17.601667,10.729349,0,0,14.888651,14.518989,20.34367,4.087385,0,25.284622
FBtr0301810,Alg-2,19.067924,0,14.83237,27.793905,22.29023,7.846396,13.839143,12.905621,18.570707,2.919183,18.402807,26.431841,27.464781,7.432775,7.349162,22.792486
FBtr0113895,Tim17b,6.315716,3.93539,6.244336,69.942917,67.208557,7.60597,74.979057,53.740307,44.747662,16.834093,52.928318,77.950165,80.80558,31.863932,49.121342,77.608521
FBtr0345179,Tim17b,119.325905,11.631035,120.137291,75.778061,72.815582,123.849213,81.234352,59.657963,48.480839,18.238514,57.343983,86.68631,87.546967,34.522255,53.219402,84.9366
FBtr0301812,CG41128,6.421,0,10.366037,22.99893,25.152847,21.537817,34.438099,17.577929,14.679211,4.000917,18.030527,29.636564,33.500099,10.934458,16.522137,36.918327
FBtr0113990,CG41099,26.929455,0,0,28.79262,29.601717,0,21.333294,5.26425,17.742254,0,38.972218,25.751348,55.026825,0,0,0
FBtr0113991,CG41099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0344573,CG41099,0,0,0,6.290786,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0113989,CG41099,8.754889,0,25.072079,16.968779,5.586432,0,0,13.205288,12.339256,0,0,0,4.90731,0,14.397744,33.321011
FBtr0336454,CG42402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339974,CG42402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301942,CG42402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0113694,Gfat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302850,Gfat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0113687,Gfat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0113690,Gfat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0113692,Gfat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302846,Gfat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302847,Gfat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302848,Gfat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302849,Gfat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0114267,CR41601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333189,CG40198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301809,CG40198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078962,CG12581,0,0,0,0,10.948528,28.540129,113.997124,149.225754,0,0,0,0,21.171267,23.284073,130.954559,144.459808
FBtr0078961,CG12581,0,0,0,0,0,0,3.72249,7.730331,0,0,0,0,0,1.406703,7.087442,5.916852
FBtr0308946,CR33294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078989,Dsk,0,0,0,0,0.443229,0,0.653665,0.49563,0,0,0,0,0,0.5506,0.576127,0
FBtr0308945,CR33294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078964,CG12582,10.934341,18.783516,25.361502,16.855947,16.798346,0,11.090428,0,23.064413,8.445495,28.36524,19.938072,13.739297,0,0,9.097745
FBtr0306022,CG12582,4.575307,0,0,9.737659,0,0,0,0,0,20.303524,0,0,0,0,0,0
FBtr0336703,CG12582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0336704,CG12582,0.450122,3.098454,4.924204,0,0,0,0,0,5.158787,1.024153,1.625049,0,0,0,0,0
FBtr0336702,CG12582,4.699188,1.633699,1.867632,1.631266,2.342819,0,1.125004,0,2.023408,1.163203,1.631189,4.117351,2.231123,0,0,3.266388
FBtr0078988,CG14636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0111206,CG14636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078965,aux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078987,CG31516,0,0,0,0,0.090718,0,0.297311,0.37196,0,0,0,0,0,0,0.229288,0.251568
FBtr0078966,aux,62.077541,33.338779,80.078506,77.130142,68.991005,50.090199,29.70668,35.52359,55.995461,61.775593,69.312782,62.59605,74.38221,61.044556,53.781879,33.205692
FBtr0336705,aux,1.415343,1.962644,1.704753,0.810712,2.286014,0,0.773109,0.737158,0,0,1.748935,0,3.50355,0,0,0.664401
FBtr0336706,aux,4.658643,0,0,0,0,0,0,0,0,0,0,2.519502,0,0,0,0
FBtr0078986,DhpD,0,22.707514,11.29895,0,0,0,2.254515,0,24.665703,19.968599,13.832739,5.744788,0,0,0,0
FBtr0078985,CG14641,99.437752,96.304817,118.514259,125.181297,183.233566,214.952972,246.845871,248.65593,86.12571,103.196693,112.972404,127.725517,166.35199,173.359863,248.439011,238.851013
FBtr0078967,abs,22.42108,22.048744,27.867722,28.795563,37.006672,34.876389,41.596252,41.394508,22.798773,24.337334,24.43556,28.268393,33.013962,40.610092,46.737057,40.421635
FBtr0078968,Gel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078969,Gel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078973,Gel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0309256,Gel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0336707,Gel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078971,Gel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0309257,Gel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0089688,CG14642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0309258,CG14642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0089687,CG14642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0112501,CG34305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0113190,TwdlU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078975,TwdlF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0336709,TwdlG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078982,TwdlG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346145,TwdlG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078981,CG14644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0336708,CG14644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078976,TwdlV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078977,Or82a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0336480,CG1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0336481,CG1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0113191,CG9766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346235,CR45597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078897,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0336482,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078898,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078899,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301768,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301769,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078900,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078902,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0113338,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0113340,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301770,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0113341,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0300789,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301771,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078901,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301772,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0310506,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0100500,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0113337,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0310614,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078959,CG9780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0100499,cpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0304264,mir-929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0304265,mir-929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078903,MP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0300936,MP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078958,Vps24,44.577831,67.016663,42.110859,35.40485,34.266525,18.953274,16.733429,18.784029,47.316494,54.793575,50.743298,57.610619,27.197844,21.369158,15.003373,16.746634
FBtr0273009,CG9791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0336485,Syt14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078957,Syt14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339551,Syt14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0336484,CG9795,3.542214,8.452907,0.939612,1.069471,9.371473,4.459882,0,0,8.785587,4.711023,3.540132,10.759923,10.564161,0.496925,2.553635,3.038733
FBtr0078907,CG9795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0336483,CG9795,45.014603,0,42.860931,51.730968,46.168083,28.823572,0,0,17.769295,23.700726,42.998981,40.523975,40.861454,22.54747,4.771391,3.457209
FBtr0100617,CG9795,0,0,0,10.734014,1.592625,0,0,0,6.658217,7.366713,1.899996,0,0,4.98519,0,0
FBtr0078955,CG9776,57.263374,32.795464,56.370869,71.843246,62.744507,47.97636,73.487617,63.172951,52.265633,32.881714,46.25914,61.353241,74.627701,49.819077,75.444756,83.066391
FBtr0078956,CG9776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078953,Skp2,31.764427,0,36.010757,42.085091,13.321762,46.347733,34.397171,33.095596,10.124909,25.475378,32.531342,40.626701,54.39423,35.563229,35.645061,37.562794
FBtr0078908,CG14645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0344740,Skp2,41.346897,0,46.874226,56.607613,113.316803,60.32959,44.773869,47.314175,68.109123,33.16061,48.66349,56.208214,75.674438,46.291702,46.398212,48.89447
FBtr0078909,CG1103,53.574013,0,57.100254,50.969425,57.028893,44.274536,62.199509,56.241943,44.849335,30.066555,51.812065,58.330757,47.85001,43.398312,56.225613,56.371502
FBtr0111220,CG1103,3.375653,39.732224,2.252483,7.610664,4.59689,5.306088,4.402142,7.258955,5.264904,10.817859,2.838288,2.917331,8.57459,9.421605,4.633194,2.20111
FBtr0078951,hkb,0,0,2.534338,5.419574,24.912764,47.12748,32.043888,46.377716,0,0,1.738561,16.421524,17.813047,83.731819,51.114899,21.761587
FBtr0332449,CG1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0335201,CG1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0335202,CG1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0335203,CG1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0343890,CR44922,0,0,0,0,0,0,0.088662,0,0,0,0,0,0,0,0.043414,0.116992
FBtr0078913,CG11739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078914,CG11739,21.208845,20.493248,25.155596,20.094898,11.81864,5.316816,0,0,22.234884,18.81506,21.907829,17.83046,9.197289,9.713807,0,0
FBtr0078915,CG11739,28.243387,29.092501,31.349211,25.042503,16.22333,6.62588,0,0,27.709385,24.639967,27.301805,28.580217,13.925366,12.105464,0,0
FBtr0078916,CG11739,2.267082,4.020001,1.167045,1.924104,5.505906,0.9244,0,0,1.021905,5.628206,1.141974,10.102616,1.458723,1.481271,0,0
FBtr0078917,Cont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302338,tub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302339,CG14646,11.806623,8.884487,15.338144,15.877445,15.762778,10.418369,7.860355,7.041426,13.743776,13.127048,15.115658,15.772672,17.446911,10.470551,7.968993,9.113662
FBtr0078919,CG14646,11.026019,8.297084,14.324053,14.827697,14.720611,9.729552,7.340663,6.575876,10.885555,10.680692,14.116277,14.72985,12.357108,9.778283,7.442119,5.89594
FBtr0308807,CG34112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308808,CG34112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308809,CG34112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0110805,CG34112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0347125,CR45999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0347124,CR45999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339552,CG9855,13.970558,11.592676,0,2.644431,0,0,0.350839,0,7.514001,1.660143,9.44106,2.509709,0.409075,0,0,0
FBtr0078950,CG9855,15.656502,12.991664,0,2.963556,0,0,0.393177,0,8.420779,32.098011,10.580392,2.812577,0.458442,0,0,0
FBtr0344215,CG9853,24.961674,20.151114,28.515665,28.14794,35.707706,29.83168,4.117274,21.530828,27.197075,24.647411,26.421682,0.936748,34.356739,32.21162,2.365303,2.543534
FBtr0078949,CG9853,28.281141,22.830862,32.307758,31.89113,40.456219,33.798779,47.585903,24.394056,30.81382,27.925087,29.935308,90.561478,38.925594,36.495205,57.776562,45.517365
FBtr0113192,CG9853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0290222,CG14647,45.693405,23.173302,44.464909,34.107388,25.686422,8.438817,16.546055,11.769104,41.732639,34.220818,40.304737,44.488983,22.395002,18.56876,13.29577,10.892235
FBtr0345153,CR45187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078921,lost,494.754303,346.853119,391.048431,209.931381,79.16333,66.980133,85.014549,72.868805,452.07486,377.789032,435.875519,166.824844,76.160637,64.494034,75.071671,76.203209
FBtr0290250,CG32944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0290249,CG32944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339973,CG32944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078923,CG31528,0,0,0,0,0,0,0,0.275584,0,0,0,0,0,0,0.578394,0.199828
FBtr0078946,srl,77.661827,44.013008,39.995193,17.069239,0,0,0,0,71.838997,38.368153,55.606445,12.013828,0,0,0,2.283409
FBtr0301244,srl,14.232263,0,1.859054,0,0,0,0,0,0,0,7.34233,0,0,0,0,0
FBtr0336458,srl,6.871393,0,0,4.319645,0,0,0,0,28.034559,16.060648,2.451929,0,0,0,0,0
FBtr0078924,CG31525,0,0,0,0,0,0,0,0,0,0,0.081228,0,0,0,0,0
FBtr0346646,eIF3-S10,90.975266,128.385239,114.131165,11.052544,15.164574,160.895523,160.295303,195.115051,93.971924,97.358627,99.304924,102.597725,31.199169,168.030441,183.288879,184.898956
FBtr0078944,eIF3-S10,103.20388,142.708176,124.317528,220.157776,233.642288,165.970154,165.350998,201.268936,101.669174,100.429298,103.917229,114.609283,241.655853,175.120041,189.069778,190.730637
FBtr0078925,CG1074,66.47126,45.798717,67.206543,51.224464,22.532328,0,52.520332,53.310581,58.579136,57.118286,68.864853,48.187576,14.625918,6.229845,35.37154,52.506516
FBtr0346735,CG9804,14.852783,18.912718,15.217588,7.765897,9.814425,12.471616,5.291758,8.911987,7.260038,19.472738,12.305772,16.33094,17.540363,11.993442,8.34604,3.27815
FBtr0078943,CG9804,12.693188,16.096294,12.991158,6.609422,8.352889,10.665894,4.503726,7.737557,6.178895,16.572918,10.473233,13.898986,15.084951,10.207415,7.152483,2.789978
FBtr0335428,CR44134,15.891585,20.382507,16.371288,0,0,13.506069,0,9.7899,0,20.98605,13.153399,17.494078,18.769609,0,9.057088,0
FBtr0078926,CG14650,59.305099,54.630333,61.571304,68.90889,67.36219,50.9813,52.109257,46.885658,48.051338,51.877174,61.556671,53.095467,60.180492,53.739449,84.249321,62.458847
FBtr0078941,CG31522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0306343,CG31522,4.896264,0,4.834958,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0335432,CG31522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078942,CG31522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078939,CG31522,1.512314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.530303
FBtr0335431,CG31522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0306344,CG31522,0,0,0,0,0,0,0,0,0,3.422665,0,0,0,0,0,0
FBtr0345149,CR43629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345148,CR43629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0309986,CR43629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078938,CG31523,2.155015,2.750164,0.932298,1.507376,4.645712,13.240376,23.139921,12.396576,1.156659,1.367572,0.94006,6.425879,7.240151,36.049202,2.234218,24.181013
FBtr0345142,CG31523,0,0,0,0,2.205786,4.946899,0,2.031933,0,0,0,0,1.766417,0,14.440403,5.757153
FBtr0078937,CG31523,0,0,0,0,1.959347,4.394211,0,1.804917,0,0,0,0,1.569065,0,9.524651,5.113939
FBtr0335430,CG31523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.122232,0
FBtr0078935,CG31523,100.625885,37.679817,59.366566,66.947968,63.921551,11.424383,5.913489,10.276934,57.455669,40.363262,53.293583,81.151901,61.5951,13.435328,6.425881,7.058454
FBtr0335429,CG31523,0,0,2.129214,0,0,0,0,0,0,0,0,0,11.204472,0,0,0
FBtr0078936,CG31523,3.331687,2.666409,18.439472,20.700413,13.597647,6.451246,4.506399,8.107472,6.901757,10.583364,12.295286,2.135653,17.561892,5.666707,6.464434,0
FBtr0299947,CG14651,0.238036,0.044028,0.064652,0.183731,0.148177,0.067071,0.837692,2.015685,0.098223,0.08028,0.083828,0.231621,0.220947,0.239293,0.766814,1.225506
FBtr0078928,Fip1,51.453686,72.453339,72.659081,70.934875,96.222,108.877823,116.137794,125.645363,56.881775,70.454666,54.542439,73.508598,85.204712,108.626686,121.648308,115.887901
FBtr0335239,CG34357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0303867,CG34357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0112726,CG34425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0112568,CG34357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078929,CG31526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0303865,CG31526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0303866,Mur82C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078896,CG32945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346214,CR45558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339604,CR44317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339605,CR44317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.745228
FBtr0300474,5-HT2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078854,5-HT2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078855,5-HT2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339397,5-HT2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339395,5-HT2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346413,CR45673,0,0,0.193901,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078895,CG9775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078894,CG9775,69.292603,101.056831,60.931747,44.288498,159.910614,294.477478,215.365967,260.965393,74.516441,77.624687,63.491234,93.391823,80.612,295.553711,183.636749,183.677979
FBtr0301297,CG9775,0,0,25.287189,39.717789,84.406693,28.303942,7.475581,9.401608,0,2.529655,13.977902,35.025471,37.227116,77.283417,6.697605,4.312037
FBtr0336457,CG9775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078856,MED31,39.161209,13.789742,32.503307,42.520905,45.594944,41.41312,44.202423,19.122528,45.192257,46.72084,41.715801,43.289696,28.99692,36.632496,37.090939,29.016487
FBtr0078857,MED31,68.208504,79.404701,87.396118,81.736687,76.354507,45.328136,35.045662,28.230726,44.056351,56.852749,59.70919,84.096153,67.41227,65.429703,23.58947,20.671257
FBtr0305312,MED31,2.127833,0,7.509022,0,5.867506,1.923389,0,3.896857,1.819745,12.797882,8.633563,29.789616,0,0,0,3.674231
FBtr0336456,MED31,1.220308,3.976419,1.485277,0,2.631156,1.608352,0,1.910581,0,0,1.664649,0,0,4.051842,0,0
FBtr0345249,MED31,0,1.737217,0,0,0,0,0,10.631016,0,0,4.672716,0,0,0,0,0
FBtr0301296,slx1,7.731771,4.501767,8.685122,10.795968,0,10.918114,10.03971,0,7.085926,10.711941,7.709899,10.082554,10.219913,0,9.380945,0
FBtr0078893,Dip2,52.736744,26.312134,52.93692,75.500549,68.189552,49.600861,45.285229,43.605125,49.474571,41.215813,61.624966,82.450851,66.537094,45.737507,46.316635,48.933853
FBtr0078859,rpk,92.08078,63.644527,128.939758,110.614182,129.162643,119.554146,106.100624,89.411018,77.766182,92.659271,100.036331,102.13868,131.64006,91.468872,103.933022,105.332596
FBtr0305313,rpk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0336465,CR44155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078860,Karybeta3,77.675377,61.280815,5.489118,67.18943,7.790884,7.991001,41.080677,7.987759,57.486858,2.16046,8.621351,4.663342,6.32458,4.927192,36.949493,34.959999
FBtr0336462,Karybeta3,82.21022,63.886646,148.257202,71.0951,119.971626,97.354111,42.827538,71.8564,64.911064,143.185043,140.673355,114.353363,150.778168,106.772362,55.813389,56.084049
FBtr0078861,spartin,0.86951,0,0,0,0,0.743275,0,0,0,0,0,0,0,0,5.628236,2.78785
FBtr0308820,spartin,0,0,0,0,0,0,2.421683,0,0,0,0,0,0,0,0,0.975711
FBtr0308849,CG43427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308850,CG43427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308851,CG43427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308852,CG43427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308855,CG43427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308856,CG43427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308857,CG43427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308858,CG43427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0336464,CR44156,0,0,0,0,0,0.970863,0,0,0,0,0,0,0,0,0,0
FBtr0336463,CR44157,0,0,0,0,0,0,0,0,0,0,0,0,0.365012,0,0.344707,0
FBtr0091931,CG33927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308853,CG43427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308854,CG43427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078892,CG9769,242.192657,347.382477,299.761993,287.879242,429.672302,546.684204,467.894318,503.362885,260.23056,405.592438,262.662659,396.407623,376.543091,561.496948,445.994141,367.691132
FBtr0343891,CR44923,0,0,0.13704,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333922,Nep2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0078891,Nep2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0305133,Nep2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302613,tacc,3.787134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302616,tacc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0089950,tacc,0,0,0,0,0,0,0,0,5.746287,2.708574,0,0,0,0,0,0
FBtr0089951,tacc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0089949,tacc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0089952,tacc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0089953,tacc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332445,tacc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0306654,tacc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0089955,tacc,0,0,0,0,0,0,0,0,0,0,1.733244,0,0,0,0,0
FBtr0302614,tacc,92.302238,38.44067,53.71957,43.294262,6.056373,0,0,0,76.467438,45.659168,91.217552,17.640503,9.985091,0,0,0
FBtr0302615,tacc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332446,tacc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0334899,atms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
