t_name,male_10,male_11,male_12,male_13,male_14,female_10,female_11,female_12,female_13,female_14
FBtr0114258,0,0,0,0,0,0,0,0,0,0
FBtr0346770,0,0,0,0,0,0,0,0,0,0
FBtr0302440,0,0,0,0,0,0,0,0,0,0
FBtr0302347,23.712564,11.967821,20.767498,13.566818,18.802116,21.894249,13.922059,16.482141,12.62268,31.800016
FBtr0346769,0,0,0,0,0,0,0,0,0,0
FBtr0345282,0,0,0,0,0,0,0,0,0,0
FBtr0345281,0,0,0,0,0,0,0,0,0,0
FBtr0300207,0,0,0,0,0,0,0,0,0,0
FBtr0113885,10.997173,0,0,0,14.805335,0,0,14.888651,14.518989,20.34367
FBtr0301810,19.067924,0,14.83237,27.793905,22.29023,18.570707,2.919183,18.402807,26.431841,27.464781
FBtr0113895,6.315716,3.93539,6.244336,69.942917,67.208557,44.747662,16.834093,52.928318,77.950165,80.80558
FBtr0345179,119.325905,11.631035,120.137291,75.778061,72.815582,48.480839,18.238514,57.343983,86.68631,87.546967
FBtr0301812,6.421,0,10.366037,22.99893,25.152847,14.679211,4.000917,18.030527,29.636564,33.500099
FBtr0113990,26.929455,0,0,28.79262,29.601717,17.742254,0,38.972218,25.751348,55.026825
FBtr0113991,0,0,0,0,0,0,0,0,0,0
FBtr0344573,0,0,0,6.290786,0,0,0,0,0,0
FBtr0113989,8.754889,0,25.072079,16.968779,5.586432,12.339256,0,0,0,4.90731
FBtr0336454,0,0,0,0,0,0,0,0,0,0
FBtr0339974,0,0,0,0,0,0,0,0,0,0
FBtr0301942,0,0,0,0,0,0,0,0,0,0
FBtr0113694,0,0,0,0,0,0,0,0,0,0
FBtr0302850,0,0,0,0,0,0,0,0,0,0
FBtr0113687,0,0,0,0,0,0,0,0,0,0
FBtr0113690,0,0,0,0,0,0,0,0,0,0
FBtr0113692,0,0,0,0,0,0,0,0,0,0
FBtr0302846,0,0,0,0,0,0,0,0,0,0
FBtr0302847,0,0,0,0,0,0,0,0,0,0
FBtr0302848,0,0,0,0,0,0,0,0,0,0
FBtr0302849,0,0,0,0,0,0,0,0,0,0
FBtr0114267,0,0,0,0,0,0,0,0,0,0
FBtr0333189,0,0,0,0,0,0,0,0,0,0
FBtr0301809,0,0,0,0,0,0,0,0,0,0
FBtr0078962,0,0,0,0,10.948528,0,0,0,0,21.171267
FBtr0078961,0,0,0,0,0,0,0,0,0,0
FBtr0308946,0,0,0,0,0,0,0,0,0,0
FBtr0078989,0,0,0,0,0.443229,0,0,0,0,0
FBtr0308945,0,0,0,0,0,0,0,0,0,0
FBtr0078964,10.934341,18.783516,25.361502,16.855947,16.798346,23.064413,8.445495,28.36524,19.938072,13.739297
FBtr0306022,4.575307,0,0,9.737659,0,0,20.303524,0,0,0
FBtr0336703,0,0,0,0,0,0,0,0,0,0
FBtr0336704,0.450122,3.098454,4.924204,0,0,5.158787,1.024153,1.625049,0,0
FBtr0336702,4.699188,1.633699,1.867632,1.631266,2.342819,2.023408,1.163203,1.631189,4.117351,2.231123
FBtr0078988,0,0,0,0,0,0,0,0,0,0
FBtr0111206,0,0,0,0,0,0,0,0,0,0
FBtr0078965,0,0,0,0,0,0,0,0,0,0
FBtr0078987,0,0,0,0,0.090718,0,0,0,0,0
FBtr0078966,62.077541,33.338779,80.078506,77.130142,68.991005,55.995461,61.775593,69.312782,62.59605,74.38221
FBtr0336705,1.415343,1.962644,1.704753,0.810712,2.286014,0,0,1.748935,0,3.50355
FBtr0336706,4.658643,0,0,0,0,0,0,0,2.519502,0
FBtr0078986,0,22.707514,11.29895,0,0,24.665703,19.968599,13.832739,5.744788,0
FBtr0078985,99.437752,96.304817,118.514259,125.181297,183.233566,86.12571,103.196693,112.972404,127.725517,166.35199
FBtr0078967,22.42108,22.048744,27.867722,28.795563,37.006672,22.798773,24.337334,24.43556,28.268393,33.013962
FBtr0078968,0,0,0,0,0,0,0,0,0,0
FBtr0078969,0,0,0,0,0,0,0,0,0,0
FBtr0078973,0,0,0,0,0,0,0,0,0,0
FBtr0309256,0,0,0,0,0,0,0,0,0,0
FBtr0336707,0,0,0,0,0,0,0,0,0,0
FBtr0078971,0,0,0,0,0,0,0,0,0,0
FBtr0309257,0,0,0,0,0,0,0,0,0,0
FBtr0089688,0,0,0,0,0,0,0,0,0,0
FBtr0309258,0,0,0,0,0,0,0,0,0,0
FBtr0089687,0,0,0,0,0,0,0,0,0,0
FBtr0112501,0,0,0,0,0,0,0,0,0,0
FBtr0113190,0,0,0,0,0,0,0,0,0,0
FBtr0078975,0,0,0,0,0,0,0,0,0,0
FBtr0336709,0,0,0,0,0,0,0,0,0,0
FBtr0078982,0,0,0,0,0,0,0,0,0,0
FBtr0346145,0,0,0,0,0,0,0,0,0,0
FBtr0078981,0,0,0,0,0,0,0,0,0,0
FBtr0336708,0,0,0,0,0,0,0,0,0,0
FBtr0078976,0,0,0,0,0,0,0,0,0,0
FBtr0078977,0,0,0,0,0,0,0,0,0,0
FBtr0336480,0,0,0,0,0,0,0,0,0,0
FBtr0336481,0,0,0,0,0,0,0,0,0,0
FBtr0113191,0,0,0,0,0,0,0,0,0,0
FBtr0346235,0,0,0,0,0,0,0,0,0,0
FBtr0078897,0,0,0,0,0,0,0,0,0,0
FBtr0336482,0,0,0,0,0,0,0,0,0,0
FBtr0078898,0,0,0,0,0,0,0,0,0,0
FBtr0078899,0,0,0,0,0,0,0,0,0,0
FBtr0301768,0,0,0,0,0,0,0,0,0,0
FBtr0301769,0,0,0,0,0,0,0,0,0,0
FBtr0078900,0,0,0,0,0,0,0,0,0,0
FBtr0078902,0,0,0,0,0,0,0,0,0,0
FBtr0113338,0,0,0,0,0,0,0,0,0,0
FBtr0113340,0,0,0,0,0,0,0,0,0,0
FBtr0301770,0,0,0,0,0,0,0,0,0,0
FBtr0113341,0,0,0,0,0,0,0,0,0,0
FBtr0300789,0,0,0,0,0,0,0,0,0,0
FBtr0301771,0,0,0,0,0,0,0,0,0,0
FBtr0078901,0,0,0,0,0,0,0,0,0,0
FBtr0301772,0,0,0,0,0,0,0,0,0,0
FBtr0310506,0,0,0,0,0,0,0,0,0,0
FBtr0100500,0,0,0,0,0,0,0,0,0,0
FBtr0113337,0,0,0,0,0,0,0,0,0,0
FBtr0310614,0,0,0,0,0,0,0,0,0,0
FBtr0078959,0,0,0,0,0,0,0,0,0,0
FBtr0100499,0,0,0,0,0,0,0,0,0,0
FBtr0304264,0,0,0,0,0,0,0,0,0,0
FBtr0304265,0,0,0,0,0,0,0,0,0,0
FBtr0078903,0,0,0,0,0,0,0,0,0,0
FBtr0300936,0,0,0,0,0,0,0,0,0,0
FBtr0078958,44.577831,67.016663,42.110859,35.40485,34.266525,47.316494,54.793575,50.743298,57.610619,27.197844
FBtr0273009,0,0,0,0,0,0,0,0,0,0
FBtr0336485,0,0,0,0,0,0,0,0,0,0
FBtr0078957,0,0,0,0,0,0,0,0,0,0
FBtr0339551,0,0,0,0,0,0,0,0,0,0
FBtr0336484,3.542214,8.452907,0.939612,1.069471,9.371473,8.785587,4.711023,3.540132,10.759923,10.564161
FBtr0078907,0,0,0,0,0,0,0,0,0,0
FBtr0336483,45.014603,0,42.860931,51.730968,46.168083,17.769295,23.700726,42.998981,40.523975,40.861454
FBtr0100617,0,0,0,10.734014,1.592625,6.658217,7.366713,1.899996,0,0
FBtr0078955,57.263374,32.795464,56.370869,71.843246,62.744507,52.265633,32.881714,46.25914,61.353241,74.627701
FBtr0078956,0,0,0,0,0,0,0,0,0,0
FBtr0078953,31.764427,0,36.010757,42.085091,13.321762,10.124909,25.475378,32.531342,40.626701,54.39423
FBtr0078908,0,0,0,0,0,0,0,0,0,0
FBtr0344740,41.346897,0,46.874226,56.607613,113.316803,68.109123,33.16061,48.66349,56.208214,75.674438
FBtr0078909,53.574013,0,57.100254,50.969425,57.028893,44.849335,30.066555,51.812065,58.330757,47.85001
FBtr0111220,3.375653,39.732224,2.252483,7.610664,4.59689,5.264904,10.817859,2.838288,2.917331,8.57459
FBtr0078951,0,0,2.534338,5.419574,24.912764,0,0,1.738561,16.421524,17.813047
FBtr0332449,0,0,0,0,0,0,0,0,0,0
FBtr0335201,0,0,0,0,0,0,0,0,0,0
FBtr0335202,0,0,0,0,0,0,0,0,0,0
FBtr0335203,0,0,0,0,0,0,0,0,0,0
FBtr0343890,0,0,0,0,0,0,0,0,0,0
FBtr0078913,0,0,0,0,0,0,0,0,0,0
FBtr0078914,21.208845,20.493248,25.155596,20.094898,11.81864,22.234884,18.81506,21.907829,17.83046,9.197289
FBtr0078915,28.243387,29.092501,31.349211,25.042503,16.22333,27.709385,24.639967,27.301805,28.580217,13.925366
FBtr0078916,2.267082,4.020001,1.167045,1.924104,5.505906,1.021905,5.628206,1.141974,10.102616,1.458723
FBtr0078917,0,0,0,0,0,0,0,0,0,0
FBtr0302338,0,0,0,0,0,0,0,0,0,0
FBtr0302339,11.806623,8.884487,15.338144,15.877445,15.762778,13.743776,13.127048,15.115658,15.772672,17.446911
FBtr0078919,11.026019,8.297084,14.324053,14.827697,14.720611,10.885555,10.680692,14.116277,14.72985,12.357108
FBtr0308807,0,0,0,0,0,0,0,0,0,0
FBtr0308808,0,0,0,0,0,0,0,0,0,0
FBtr0308809,0,0,0,0,0,0,0,0,0,0
FBtr0110805,0,0,0,0,0,0,0,0,0,0
FBtr0347125,0,0,0,0,0,0,0,0,0,0
FBtr0347124,0,0,0,0,0,0,0,0,0,0
FBtr0339552,13.970558,11.592676,0,2.644431,0,7.514001,1.660143,9.44106,2.509709,0.409075
FBtr0078950,15.656502,12.991664,0,2.963556,0,8.420779,32.098011,10.580392,2.812577,0.458442
FBtr0344215,24.961674,20.151114,28.515665,28.14794,35.707706,27.197075,24.647411,26.421682,0.936748,34.356739
FBtr0078949,28.281141,22.830862,32.307758,31.89113,40.456219,30.81382,27.925087,29.935308,90.561478,38.925594
FBtr0113192,0,0,0,0,0,0,0,0,0,0
FBtr0290222,45.693405,23.173302,44.464909,34.107388,25.686422,41.732639,34.220818,40.304737,44.488983,22.395002
FBtr0345153,0,0,0,0,0,0,0,0,0,0
FBtr0078921,494.754303,346.853119,391.048431,209.931381,79.16333,452.07486,377.789032,435.875519,166.824844,76.160637
FBtr0290250,0,0,0,0,0,0,0,0,0,0
FBtr0290249,0,0,0,0,0,0,0,0,0,0
FBtr0339973,0,0,0,0,0,0,0,0,0,0
FBtr0078923,0,0,0,0,0,0,0,0,0,0
FBtr0078946,77.661827,44.013008,39.995193,17.069239,0,71.838997,38.368153,55.606445,12.013828,0
FBtr0301244,14.232263,0,1.859054,0,0,0,0,7.34233,0,0
FBtr0336458,6.871393,0,0,4.319645,0,28.034559,16.060648,2.451929,0,0
FBtr0078924,0,0,0,0,0,0,0,0.081228,0,0
FBtr0346646,90.975266,128.385239,114.131165,11.052544,15.164574,93.971924,97.358627,99.304924,102.597725,31.199169
FBtr0078944,103.20388,142.708176,124.317528,220.157776,233.642288,101.669174,100.429298,103.917229,114.609283,241.655853
FBtr0078925,66.47126,45.798717,67.206543,51.224464,22.532328,58.579136,57.118286,68.864853,48.187576,14.625918
FBtr0346735,14.852783,18.912718,15.217588,7.765897,9.814425,7.260038,19.472738,12.305772,16.33094,17.540363
FBtr0078943,12.693188,16.096294,12.991158,6.609422,8.352889,6.178895,16.572918,10.473233,13.898986,15.084951
FBtr0335428,15.891585,20.382507,16.371288,0,0,0,20.98605,13.153399,17.494078,18.769609
FBtr0078926,59.305099,54.630333,61.571304,68.90889,67.36219,48.051338,51.877174,61.556671,53.095467,60.180492
FBtr0078941,0,0,0,0,0,0,0,0,0,0
FBtr0306343,4.896264,0,4.834958,0,0,0,0,0,0,0
FBtr0335432,0,0,0,0,0,0,0,0,0,0
FBtr0078942,0,0,0,0,0,0,0,0,0,0
FBtr0078939,1.512314,0,0,0,0,0,0,0,0,0
FBtr0335431,0,0,0,0,0,0,0,0,0,0
FBtr0306344,0,0,0,0,0,0,3.422665,0,0,0
FBtr0345149,0,0,0,0,0,0,0,0,0,0
FBtr0345148,0,0,0,0,0,0,0,0,0,0
FBtr0309986,0,0,0,0,0,0,0,0,0,0
FBtr0078938,2.155015,2.750164,0.932298,1.507376,4.645712,1.156659,1.367572,0.94006,6.425879,7.240151
FBtr0345142,0,0,0,0,2.205786,0,0,0,0,1.766417
FBtr0078937,0,0,0,0,1.959347,0,0,0,0,1.569065
FBtr0335430,0,0,0,0,0,0,0,0,0,0
FBtr0078935,100.625885,37.679817,59.366566,66.947968,63.921551,57.455669,40.363262,53.293583,81.151901,61.5951
FBtr0335429,0,0,2.129214,0,0,0,0,0,0,11.204472
FBtr0078936,3.331687,2.666409,18.439472,20.700413,13.597647,6.901757,10.583364,12.295286,2.135653,17.561892
FBtr0299947,0.238036,0.044028,0.064652,0.183731,0.148177,0.098223,0.08028,0.083828,0.231621,0.220947
FBtr0078928,51.453686,72.453339,72.659081,70.934875,96.222,56.881775,70.454666,54.542439,73.508598,85.204712
FBtr0335239,0,0,0,0,0,0,0,0,0,0
FBtr0303867,0,0,0,0,0,0,0,0,0,0
FBtr0112726,0,0,0,0,0,0,0,0,0,0
FBtr0112568,0,0,0,0,0,0,0,0,0,0
FBtr0078929,0,0,0,0,0,0,0,0,0,0
FBtr0303865,0,0,0,0,0,0,0,0,0,0
FBtr0303866,0,0,0,0,0,0,0,0,0,0
FBtr0078896,0,0,0,0,0,0,0,0,0,0
FBtr0346214,0,0,0,0,0,0,0,0,0,0
FBtr0339604,0,0,0,0,0,0,0,0,0,0
FBtr0339605,0,0,0,0,0,0,0,0,0,0
FBtr0300474,0,0,0,0,0,0,0,0,0,0
FBtr0078854,0,0,0,0,0,0,0,0,0,0
FBtr0078855,0,0,0,0,0,0,0,0,0,0
FBtr0339397,0,0,0,0,0,0,0,0,0,0
FBtr0339395,0,0,0,0,0,0,0,0,0,0
FBtr0346413,0,0,0.193901,0,0,0,0,0,0,0
FBtr0078895,0,0,0,0,0,0,0,0,0,0
FBtr0078894,69.292603,101.056831,60.931747,44.288498,159.910614,74.516441,77.624687,63.491234,93.391823,80.612
FBtr0301297,0,0,25.287189,39.717789,84.406693,0,2.529655,13.977902,35.025471,37.227116
FBtr0336457,0,0,0,0,0,0,0,0,0,0
FBtr0078856,39.161209,13.789742,32.503307,42.520905,45.594944,45.192257,46.72084,41.715801,43.289696,28.99692
FBtr0078857,68.208504,79.404701,87.396118,81.736687,76.354507,44.056351,56.852749,59.70919,84.096153,67.41227
FBtr0305312,2.127833,0,7.509022,0,5.867506,1.819745,12.797882,8.633563,29.789616,0
FBtr0336456,1.220308,3.976419,1.485277,0,2.631156,0,0,1.664649,0,0
FBtr0345249,0,1.737217,0,0,0,0,0,4.672716,0,0
FBtr0301296,7.731771,4.501767,8.685122,10.795968,0,7.085926,10.711941,7.709899,10.082554,10.219913
FBtr0078893,52.736744,26.312134,52.93692,75.500549,68.189552,49.474571,41.215813,61.624966,82.450851,66.537094
FBtr0078859,92.08078,63.644527,128.939758,110.614182,129.162643,77.766182,92.659271,100.036331,102.13868,131.64006
FBtr0305313,0,0,0,0,0,0,0,0,0,0
FBtr0336465,0,0,0,0,0,0,0,0,0,0
FBtr0078860,77.675377,61.280815,5.489118,67.18943,7.790884,57.486858,2.16046,8.621351,4.663342,6.32458
FBtr0336462,82.21022,63.886646,148.257202,71.0951,119.971626,64.911064,143.185043,140.673355,114.353363,150.778168
FBtr0078861,0.86951,0,0,0,0,0,0,0,0,0
FBtr0308820,0,0,0,0,0,0,0,0,0,0
FBtr0308849,0,0,0,0,0,0,0,0,0,0
FBtr0308850,0,0,0,0,0,0,0,0,0,0
FBtr0308851,0,0,0,0,0,0,0,0,0,0
FBtr0308852,0,0,0,0,0,0,0,0,0,0
FBtr0308855,0,0,0,0,0,0,0,0,0,0
FBtr0308856,0,0,0,0,0,0,0,0,0,0
FBtr0308857,0,0,0,0,0,0,0,0,0,0
FBtr0308858,0,0,0,0,0,0,0,0,0,0
FBtr0336464,0,0,0,0,0,0,0,0,0,0
FBtr0336463,0,0,0,0,0,0,0,0,0,0.365012
FBtr0091931,0,0,0,0,0,0,0,0,0,0
FBtr0308853,0,0,0,0,0,0,0,0,0,0
FBtr0308854,0,0,0,0,0,0,0,0,0,0
FBtr0078892,242.192657,347.382477,299.761993,287.879242,429.672302,260.23056,405.592438,262.662659,396.407623,376.543091
FBtr0343891,0,0,0.13704,0,0,0,0,0,0,0
FBtr0333922,0,0,0,0,0,0,0,0,0,0
FBtr0078891,0,0,0,0,0,0,0,0,0,0
FBtr0305133,0,0,0,0,0,0,0,0,0,0
FBtr0302613,3.787134,0,0,0,0,0,0,0,0,0
FBtr0302616,0,0,0,0,0,0,0,0,0,0
FBtr0089950,0,0,0,0,0,5.746287,2.708574,0,0,0
FBtr0089951,0,0,0,0,0,0,0,0,0,0
FBtr0089949,0,0,0,0,0,0,0,0,0,0
FBtr0089952,0,0,0,0,0,0,0,0,0,0
FBtr0089953,0,0,0,0,0,0,0,0,0,0
FBtr0332445,0,0,0,0,0,0,0,0,0,0
FBtr0306654,0,0,0,0,0,0,0,0,0,0
FBtr0089955,0,0,0,0,0,0,0,1.733244,0,0
FBtr0302614,92.302238,38.44067,53.71957,43.294262,6.056373,76.467438,45.659168,91.217552,17.640503,9.985091
FBtr0302615,0,0,0,0,0,0,0,0,0,0
FBtr0332446,0,0,0,0,0,0,0,0,0,0
FBtr0334899,0,0,0,0,0,0,0,0,0,0
FBtr0334965,0,0,0,0,0,0,0,0,0,0
FBtr0345143,0,0,0,0,0,0,0,0,0,0
FBtr0334966,0,0,0,0,0,0,0,0,0,0
FBtr0334964,0,0,0,0,0,0,0,0,0,0
FBtr0334905,0,0,0,0,0,0,0,0,0,0
FBtr0078868,80.044975,106.689087,99.614174,102.219208,130.604004,78.695099,110.340332,94.783905,118.153198,136.796738
FBtr0078881,0,0,0,0,0,0,0,0,0,0
FBtr0078880,0,0,0,0,0,0,0,0,0,0
FBtr0334902,0,0,0,0,0,0,0,0,0,0
FBtr0334903,0,0,0,0,0,0,0,0,0,0
FBtr0344029,0,0,0,0,0,0,0,0,0,0
FBtr0301437,0,0,0,0,0,0,0,0,0,0
FBtr0303912,0,0,0,0,0,0,0,0,0,0
FBtr0303915,0,0,0,0,0,0,0,0,0,0
FBtr0344028,0,0,0,0,0,0,0,0,0,0
FBtr0303911,0,3.916233,0,0,0,0,0,3.029733,0,0
FBtr0303914,0,0,0,0,0,0,0,0,0,0
FBtr0303917,0,0,3.757435,0,0,0,0,0,0,0
FBtr0344030,67.486526,40.233452,47.954239,49.03363,0,47.035362,0,37.602055,0,0
FBtr0078876,7.21215,0,7.929876,7.46616,10.53815,5.818512,0,6.016875,6.782843,10.143393
FBtr0334904,0,0,0,0,0,0,0,0,0,0
FBtr0345175,7.836758,0,0,0,0,0,0,0,0,0
FBtr0078870,11.918352,11.225328,20.900393,14.12025,6.703739,20.881271,19.260111,26.222752,15.687066,2.774723
FBtr0078871,0,0,0,0,0,0,0,0,0,0
FBtr0345174,1.857869,5.680063,0.759542,1.547887,1.656021,1.686637,1.714607,0.970178,0.719478,1.350578
FBtr0078872,0,0,0,0,0,0,0,0,0,0
FBtr0334900,9.707732,10.400854,9.936429,10.624446,9.234464,7.297308,8.825011,8.543782,4.289574,7.285956
FBtr0334901,0,0,0,0,0.683283,0,0,0,0,0
FBtr0078875,11.963755,12.817954,12.245601,13.093508,11.380499,8.993161,10.875896,10.529309,5.286448,14.462242
FBtr0078874,0,0,0,0,0,0,0,0,0,0
FBtr0078873,0,0,0,0,0,0,0,0,0,0
FBtr0078836,0,0,0,0,0,0,0,0,0,1.732284
FBtr0078852,0,0,0,0,0,0,0,0,0,0
FBtr0345252,0,0,0,0,0,0,0,0,0,0
FBtr0346254,0,0,0,0,0,0,0,0,0.47923,0
FBtr0078837,64.113342,36.128918,41.670029,18.353447,0,74.167603,49.160927,46.848663,15.121118,0
FBtr0100159,5.557612,1.633086,0,0,0,3.34499,0,0,0,0
FBtr0336810,0,0,0,0,0,0,0,0,0,0
FBtr0336812,0,0,0,0,0,0,0,0,0,0
FBtr0336809,0,0,0,0,0,0,0,0,0,0
FBtr0336811,0,0,0,0,0,0,0,0,0,0
FBtr0345154,0,0,0,0,0,0,0,0,0,0
FBtr0078851,0,0,0,0,0,0,0,0,1.23575,1.627154
FBtr0078849,26.992437,13.070573,1.788699,2.811695,4.449208,2.976992,18.555382,3.438854,3.089684,11.997686
FBtr0306106,51.195812,24.790598,113.459351,125.772156,114.325592,95.043739,35.193481,94.572945,160.564026,92.411842
FBtr0078848,0,0,0,0,0,0,0,0,0,0
FBtr0305965,0,0,0,0,0,0,0,0,0,0
FBtr0078847,0,0,0,0,0,0,0,0,0,0
FBtr0305963,0,0,0,0,0,0,0,0,0,0
FBtr0305964,0,0,0,0,0,0,0,0,0,0
FBtr0335404,0,0,0,0,0,0,0,0,0,0
FBtr0078841,0,0,0,0,0,0,0,0,0,0
FBtr0078846,0,0,0,0,0,0,0,0,0,0
FBtr0309311,0,0,0,0,0,0,0,0,0,0
FBtr0308777,0,0,0,0,0,0,0,0,0,0
FBtr0301312,0,0,0,0,0,0,0,0,0,0
FBtr0346249,0,0,0,0,0,0,0,0,0,0
FBtr0309991,0,0,0,0,0,0,0,0,0,0
FBtr0346246,0,0,0,0,0.903932,0,0,0,0,0.414726
FBtr0308119,0.695868,1.24275,0.628775,5.100134,4.110912,5.396966,0.401988,5.244959,4.876632,3.279838
FBtr0308118,1.828498,3.265512,1.652202,13.401372,10.80204,14.181342,1.056283,13.78192,12.814083,8.618267
FBtr0345141,64.912643,36.151379,1.953155,16.279058,12.76966,16.764509,113.151863,16.292332,15.434435,10.18811
FBtr0308120,1.929414,3.445738,1.743389,14.141005,11.398213,14.964029,1.114581,14.542557,13.521305,9.09392
FBtr0078844,2.030344,3.804385,1.865824,15.414402,12.514906,16.521545,1.230591,15.896084,14.732932,9.957839
FBtr0305279,0,0,0,0,0,0,0,0,0,0
FBtr0078842,11.775249,11.121054,8.575084,2.840758,2.885363,14.32041,12.565101,3.614775,6.057024,3.934752
FBtr0078843,0,0,0,0,0,0,0,0,0,0
FBtr0339316,0,0,0,0,0,0,0,0,0,0
FBtr0339317,0,0,0,0,0,0,0,0,0,0
FBtr0339315,0,0,0,0,0,0,0,0,0,0
FBtr0078773,0,0,0,0,0,0,0,0,0,0
FBtr0110950,0,0,0,0,0,0,0,0,0,0
FBtr0299709,0,0,0,0,0,0,0,0,0,1.134277
FBtr0334910,0,0,0,0,0,0,0,0,0,0
FBtr0300525,57.93615,62.912884,66.696892,74.227013,61.427784,54.430737,12.229284,63.629723,56.825558,59.580067
FBtr0334911,0,0,0,0,0,0,0,0,0,0
FBtr0334912,0,0,0,0,0,0,0,0,0,0
FBtr0334913,0,0,0,0,0,0,0,0,0,0
FBtr0299710,0,0,0,0,0,0,0,0,0,0
FBtr0306791,0,0,0,0,0,0,0,0,0,0
FBtr0078831,0,0,0,0,0,0,0,0,0,0
FBtr0078774,0,0,0,0,0,0,0,0,0,0
FBtr0078775,0,0,0,0,0,0,0,0,0,0
FBtr0334907,0,0,0,0,0,0,0,0,0,0
FBtr0078830,9.821102,39.942501,11.066201,19.961323,25.462132,8.403946,22.510353,17.044828,12.411973,31.901464
FBtr0078829,21.22401,47.21909,14.369457,15.749415,36.647465,26.955362,46.356071,16.911463,38.669575,2.064158
FBtr0078828,46.030788,13.710196,63.011032,39.251457,22.016956,48.563736,30.729517,42.11095,49.762009,33.404469
FBtr0334908,0,0,0,0,0,0,0,0,0,0
FBtr0305000,0,0,0,0,0,0,0,0,0,0
FBtr0346146,0,0,0,0,0,0,0,0,0,0
FBtr0078777,0,0,0,0,0,0,0,0,0,0
FBtr0305001,0,0,0,0,0,0,0,0,0,0
FBtr0305002,31.07719,0,38.749882,0,51.440067,33.727684,0,35.779682,0,0
FBtr0078827,55.334263,79.490547,61.226532,58.36903,69.883835,53.636959,63.312077,58.513508,74.716408,51.994053
FBtr0334909,0,0,4.657401,5.172032,0,4.175382,0,5.442884,0,9.344401
FBtr0078778,0,0,0,0,0,0,0,0,0,0
FBtr0078825,0,0,0,0,0,0,0,0,0,0
FBtr0078822,102.22126,141.22406,145.703827,136.491821,188.093857,118.992592,136.969223,118.813599,152.238815,185.661697
FBtr0078823,0,0,0,0,0,0,0,0,0,0
FBtr0078824,0,0,0,0,0,0,0,0,0,0
FBtr0303994,0,0,0,0,0,0,0,0,0,0
FBtr0334326,0,0,0,0,0,0,0,0,0,0
FBtr0334325,0,0,0,0,0,0,0,0,0,0
FBtr0332428,0,0,0,0,0,0,0,0,0,0
FBtr0078779,0,0,0,0,0,0,0,0,0,0
FBtr0078821,17.332863,12.273202,9.567809,0,4.77051,25.353455,14.235315,12.029403,10.324228,0
FBtr0334276,20.502651,23.004614,9.966156,13.00093,0,20.137484,19.924196,10.285227,0,0
FBtr0344333,16.138321,16.360836,7.844696,7.720991,0,15.850883,15.683001,8.095844,0,0
FBtr0078820,0,0,0,0,0,0,0,0,0,0
FBtr0346781,0.38329,0.297757,0.524689,0,0.601264,0.281174,0.506737,0.377951,1.290006,0.354406
FBtr0334275,30.68861,13.84642,26.784904,6.690333,6.690821,28.917978,8.765213,39.373257,26.80966,5.046425
FBtr0334274,0,0,0,0,0,0,0,0,0,0
FBtr0344334,0.542171,0,0,0,0.401035,0,0,0.272878,1.955078,2.438826
FBtr0078817,0,0,0,0,0,0,0,0,0,0
FBtr0078814,0,0,0,0,0,0,0,0,0,0
FBtr0078810,0,0,0,0,0,0,0,1.68728,0,0
FBtr0273430,0,0,0,0,0,0,0,0,0,0
FBtr0078816,0,0,0,0,0,0,0,0,0,0
FBtr0078815,0,0,0,0,0,2.25683,0,0,0,0
FBtr0078813,0,4.843588,0,0,0,1.292404,0,1.078303,0,0
FBtr0333695,0,2.907459,0.938442,0,0,0.990654,0,0,0,0
FBtr0100197,0,0,0,0,0,0,0,0,0,0
FBtr0110932,0,0,0,0,0,0,0,0,0,0
FBtr0078812,0,0,0,0,0,0,0,0,0,0
FBtr0078818,0,0,0,0,0,0,0,0,0,0
FBtr0078811,0,0,0,0,0,8.699507,0,0,0,0
FBtr0100199,0,0,0,0,0,0,0,0,0,0
FBtr0110933,0,0,0,0,0,0,0,0,0,0
FBtr0273434,0,0,0,0,0,0,0,2.747666,0,0
FBtr0306694,0,0,0,0,0,0,0,0,0,0
FBtr0308581,0,0,0,0,0,0,0,0,0,0
FBtr0273432,0,0,0,0,0,0,0,0,0,0
FBtr0273433,0,0,0,0,0,0,0,0,0,0
FBtr0306695,0,0,0,0,0,0,0,0,0,0
FBtr0308580,0,0,0,0,0,0,0,0,0,0
FBtr0273431,0,0,0,0,0,0,0,0,0,0
FBtr0078819,0,0,0.061189,0,0.07012,0,0,0,0.171932,0
FBtr0333694,0,0,0,0,0,0,0,0,0,0
FBtr0078784,0,0,0,0,0,0,0,0,0,0
FBtr0078807,55.699978,103.618881,75.654144,71.490829,107.403625,60.091927,97.040253,60.231415,96.867027,80.760986
FBtr0078785,42.421516,46.028355,46.320812,47.24773,45.358185,43.31583,62.807327,41.287575,56.840824,38.446808
FBtr0335000,3.395557,0.378302,2.462847,0.616789,3.009962,3.10456,1.156475,2.606226,2.031205,3.925788
FBtr0078806,136.63089,194.199326,177.593399,168.896164,270.822662,138.467865,199.593765,141.485962,206.338531,250.89978
FBtr0078805,115.37719,163.990524,149.967758,142.623428,228.694687,116.928421,168.545868,119.477028,174.241409,211.870941
FBtr0078804,0,0,0,0,0,0,0,0,0,0
FBtr0078803,26.945585,30.988298,11.802137,0,0,40.518879,29.576052,17.412472,2.108229,0
FBtr0335001,0,0,0,0,0,0,0,0,0,0
FBtr0078786,0,0,0,0,0,0,0,0,0,0
